#ies_format_version: 1.0
#file: 20251209_11000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 7
#timestep_sec: 11.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	str1_cell1_R;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (R) (str1_cell1)
#005;	str1_cell1_V;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (V) (str1_cell1)
#006;	str1_cell1_T;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (T) (str1_cell1)
#007;	str1_cell2_R;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (R) (str1_cell2)
#008;	str1_cell2_V;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (V) (str1_cell2)
#009;	str1_cell2_T;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (T) (str1_cell2)
YYYYMMDD;	hhmmss;	unixtimestamp;	str1_cell1_R;	str1_cell1_V;	str1_cell1_T;	str1_cell2_R;	str1_cell2_V;	str1_cell2_T
20251209;	131813;	1765261093.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	131824;	1765261104.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	131835;	1765261115.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	131846;	1765261126.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	131857;	1765261137.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	131908;	1765261148.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	131919;	1765261159.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	131930;	1765261170.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	131941;	1765261181.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	131952;	1765261192.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132003;	1765261203.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132014;	1765261214.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132025;	1765261225.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132036;	1765261236.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132047;	1765261247.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132058;	1765261258.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132109;	1765261269.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132120;	1765261280.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132131;	1765261291.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132142;	1765261302.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132153;	1765261313.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132204;	1765261324.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132215;	1765261335.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132226;	1765261346.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132237;	1765261357.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132248;	1765261368.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132259;	1765261379.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132310;	1765261390.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132321;	1765261401.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132332;	1765261412.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132343;	1765261423.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132354;	1765261434.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132405;	1765261445.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132416;	1765261456.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132427;	1765261467.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132438;	1765261478.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132449;	1765261489.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132500;	1765261500.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132511;	1765261511.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132522;	1765261522.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132533;	1765261533.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132544;	1765261544.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132555;	1765261555.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132606;	1765261566.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132617;	1765261577.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132628;	1765261588.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132639;	1765261599.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132650;	1765261610.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132701;	1765261621.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132712;	1765261632.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132723;	1765261643.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132734;	1765261654.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132745;	1765261665.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132756;	1765261676.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132807;	1765261687.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132818;	1765261698.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132829;	1765261709.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132840;	1765261720.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132851;	1765261731.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132902;	1765261742.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132913;	1765261753.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132924;	1765261764.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132935;	1765261775.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132946;	1765261786.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	132957;	1765261797.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133008;	1765261808.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133019;	1765261819.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133030;	1765261830.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133041;	1765261841.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133052;	1765261852.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133103;	1765261863.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133114;	1765261874.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133125;	1765261885.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133136;	1765261896.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133147;	1765261907.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133158;	1765261918.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133209;	1765261929.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133220;	1765261940.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133231;	1765261951.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133242;	1765261962.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133253;	1765261973.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133304;	1765261984.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133315;	1765261995.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133326;	1765262006.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133337;	1765262017.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133348;	1765262028.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133359;	1765262039.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133410;	1765262050.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133421;	1765262061.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133432;	1765262072.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133443;	1765262083.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133454;	1765262094.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133505;	1765262105.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133516;	1765262116.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133527;	1765262127.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133538;	1765262138.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133549;	1765262149.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133600;	1765262160.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133611;	1765262171.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133622;	1765262182.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133633;	1765262193.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133644;	1765262204.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133655;	1765262215.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133706;	1765262226.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133717;	1765262237.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133728;	1765262248.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133739;	1765262259.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133750;	1765262270.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133801;	1765262281.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133812;	1765262292.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133823;	1765262303.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133834;	1765262314.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133845;	1765262325.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133856;	1765262336.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133907;	1765262347.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133918;	1765262358.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133929;	1765262369.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133940;	1765262380.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	133951;	1765262391.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134002;	1765262402.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134013;	1765262413.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134024;	1765262424.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134035;	1765262435.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134046;	1765262446.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134057;	1765262457.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134108;	1765262468.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134119;	1765262479.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134130;	1765262490.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134141;	1765262501.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134152;	1765262512.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134203;	1765262523.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134214;	1765262534.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134225;	1765262545.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134236;	1765262556.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134247;	1765262567.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134258;	1765262578.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134309;	1765262589.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134320;	1765262600.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134331;	1765262611.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134342;	1765262622.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134353;	1765262633.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134404;	1765262644.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134415;	1765262655.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134426;	1765262666.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134437;	1765262677.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134448;	1765262688.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134459;	1765262699.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134510;	1765262710.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134521;	1765262721.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134532;	1765262732.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134543;	1765262743.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134554;	1765262754.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134605;	1765262765.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134616;	1765262776.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134627;	1765262787.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134638;	1765262798.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134649;	1765262809.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134700;	1765262820.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134711;	1765262831.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134722;	1765262842.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134733;	1765262853.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134744;	1765262864.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134755;	1765262875.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134806;	1765262886.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134817;	1765262897.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134828;	1765262908.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134839;	1765262919.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134850;	1765262930.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134901;	1765262941.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134912;	1765262952.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134923;	1765262963.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134934;	1765262974.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134945;	1765262985.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	134956;	1765262996.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135007;	1765263007.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135018;	1765263018.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135029;	1765263029.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135040;	1765263040.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135051;	1765263051.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135102;	1765263062.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135113;	1765263073.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135124;	1765263084.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135135;	1765263095.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135146;	1765263106.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135157;	1765263117.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135208;	1765263128.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135219;	1765263139.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135230;	1765263150.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135241;	1765263161.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135252;	1765263172.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135303;	1765263183.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135314;	1765263194.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135325;	1765263205.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135336;	1765263216.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135347;	1765263227.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135358;	1765263238.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135409;	1765263249.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135420;	1765263260.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135431;	1765263271.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135442;	1765263282.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135453;	1765263293.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135504;	1765263304.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135515;	1765263315.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135526;	1765263326.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135537;	1765263337.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135548;	1765263348.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135559;	1765263359.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135610;	1765263370.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135621;	1765263381.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135632;	1765263392.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135643;	1765263403.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135654;	1765263414.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135705;	1765263425.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135716;	1765263436.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135727;	1765263447.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135738;	1765263458.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135749;	1765263469.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135800;	1765263480.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135811;	1765263491.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135822;	1765263502.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135833;	1765263513.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135844;	1765263524.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135855;	1765263535.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135906;	1765263546.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135917;	1765263557.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135928;	1765263568.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135939;	1765263579.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	135950;	1765263590.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140001;	1765263601.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140012;	1765263612.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140023;	1765263623.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140034;	1765263634.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140045;	1765263645.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140056;	1765263656.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140107;	1765263667.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140118;	1765263678.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140129;	1765263689.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140140;	1765263700.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140151;	1765263711.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140202;	1765263722.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140213;	1765263733.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140224;	1765263744.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140235;	1765263755.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140246;	1765263766.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140257;	1765263777.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140308;	1765263788.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140319;	1765263799.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140330;	1765263810.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140341;	1765263821.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140352;	1765263832.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140403;	1765263843.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140414;	1765263854.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140425;	1765263865.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140436;	1765263876.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140447;	1765263887.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140458;	1765263898.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140509;	1765263909.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140520;	1765263920.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140531;	1765263931.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140542;	1765263942.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140553;	1765263953.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140604;	1765263964.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140615;	1765263975.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140626;	1765263986.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140637;	1765263997.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140648;	1765264008.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140659;	1765264019.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140710;	1765264030.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140721;	1765264041.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140732;	1765264052.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140743;	1765264063.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140754;	1765264074.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140805;	1765264085.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140816;	1765264096.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140827;	1765264107.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140838;	1765264118.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140849;	1765264129.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140900;	1765264140.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140911;	1765264151.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140922;	1765264162.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140933;	1765264173.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140944;	1765264184.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	140955;	1765264195.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	141006;	1765264206.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	141017;	1765264217.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	141028;	1765264228.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	141039;	1765264239.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	141050;	1765264250.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	141101;	1765264261.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
